name,cho_per_100g,calories_per_100g,protein_per_100g,fat_per_100g,fiber_per_100g,is_vegan,is_vegetarian,is_gluten_free,is_lactose_free,food_group,typical_serving_size_g
Pane di segale,15.5,83,2.7,1.1,1.9,True,True,True,True,carboidrati,100
pane di germe di frumento,13.5,73,2.7,0.8,0.6,True,True,True,True,carboidrati,100
proteine pane tostato,8.2,46,2.2,0.4,0.6,True,True,True,True,carboidrati,100
farina d'avena,13.1,73,2.3,1.2,1.1,True,True,True,False,carboidrati,100
arepa,36.4,215,5.4,5.3,2.5,True,True,True,True,dolcificanti,5
pane all'uvetta tostato,16.5,86,2.5,1.4,1.4,True,True,True,True,carboidrati,100
pane di grano frantumato,14.0,74,2.5,1.1,1.6,False,False,True,False,carboidrati,100
pane all'aglio,17.9,151,3.6,7.1,1.1,True,True,True,True,carboidrati,100
pane di segale tostato,15.4,82,2.7,1.0,1.9,True,True,True,True,carboidrati,100
pane integrale,23.6,128,3.9,2.5,2.8,True,True,True,True,carboidrati,100
pane integrale tostato,23.7,128,3.9,2.5,2.8,True,True,True,True,carboidrati,100
pane pan dulce,35.5,231,5.9,7.3,1.4,True,True,True,True,carboidrati,100
pane di crusca di riso tostato,11.8,66,2.4,1.3,1.3,True,True,True,True,carboidrati,100
pita pane integrale di frumento,15.4,74,2.7,0.7,2.1,True,True,True,True,carboidrati,100
pane di germe di grano tostato,13.6,73,2.7,0.8,0.6,True,True,True,True,carboidrati,100
pane di pompernichel,12.4,65,2.3,0.8,1.7,True,True,True,True,carboidrati,100
patatine fritte,73.4,502,10.2,18.6,0.0,True,True,True,True,frutta,120
pane bianco tostato,15.4,83,2.5,1.1,0.7,False,False,True,True,carboidrati,100
pane piki,20.2,109,2.5,2.0,2.6,True,True,True,True,carboidrati,100
pane di grano tostato,13.4,75,3.1,1.0,1.1,True,False,True,True,carboidrati,100
pane pita,33.4,165,5.5,0.7,1.3,True,True,True,True,carboidrati,100
Pane di patate,15.1,85,4.0,1.0,2.0,True,True,True,True,carboidrati,100
pane all'uovo,19.1,115,3.8,2.4,0.9,True,True,True,True,carboidrati,100
pane d'avena tostato,13.2,73,2.3,1.2,1.1,True,True,True,True,carboidrati,100
pane al formaggio,21.5,196,5.0,10.0,1.0,True,True,True,True,carboidrati,100
pane di pomernichel tostato,15.1,80,2.8,1.0,2.1,True,True,True,True,carboidrati,100
Pane all'uvetta,16.7,88,2.5,1.4,1.4,True,True,True,True,carboidrati,100
rotolo di pompernichel,14.8,77,3.0,0.8,1.5,False,True,True,True,dolcificanti,5
Bagel all'uvetta alla cannella,14.4,71,2.5,0.4,0.6,False,True,True,True,dolcificanti,5
muffin inglese,25.5,127,5.0,1.1,2.6,True,True,True,True,carboidrati,100
Rotolo di segale,22.8,123,4.4,1.5,2.1,False,True,True,True,carboidrati,100
grano integrale muffin inglese,26.7,134,5.8,1.4,4.4,True,True,True,True,carboidrati,100
rotolo della cena grano integrale,14.3,74,2.4,1.3,2.1,True,True,True,True,carboidrati,100
Rotolo per la cena,12.9,76,2.4,1.8,1.1,False,True,True,True,frutta,120
rotolo di hotdog,21.1,117,4.1,1.6,0.8,False,False,False,True,condimenti,10
"bagelCity name (optional, probably does not need a translation)",47.9,245,10.0,1.5,4.0,True,True,True,True,grassi,15
bagel di crusca d'avena,36.8,176,7.4,0.8,2.5,True,False,True,True,grassi,15
pain au chocolat de la boulangerie,0.0,235,0.0,12.0,0.0,True,True,True,False,condimenti,10
bagel d'uovo,13.8,72,2.8,0.5,0.6,True,False,True,True,proteine,90
muffin tostato inglese,27.4,140,5.4,1.1,1.5,False,False,True,False,carboidrati,100
muffin di grano integrale tostato,26.9,135,5.9,1.4,4.5,True,True,True,True,carboidrati,100
biscotto,45.0,357,7.1,16.5,1.5,False,True,True,True,carboidrati,100
Rotolo di francese,19.1,105,3.3,1.6,1.2,True,True,False,True,condimenti,10
Rotolo di farina d'avena,13.3,78,3.1,1.5,1.4,False,True,True,True,carboidrati,100
pecan shortbread cookies,8.2,76,0.7,4.6,0.3,True,True,True,True,frutta,120
Biscotti alla farina d'avena,17.2,113,1.6,4.5,0.7,False,False,True,True,carboidrati,100
Ostie al cioccolato,81.1,485,7.4,15.9,3.8,False,False,True,True,frutta,120
ostie vaniglia a basso contenuto di grassi,58.9,353,4.0,12.2,1.5,True,True,True,True,grassi,15
cioccolata biscotti mcdonalds,18.7,136,1.6,6.4,0.6,True,True,True,True,condimenti,10
Cookies di gingersnap,5.4,29,0.4,0.7,0.2,True,True,True,True,condimenti,10
biscotti barbacci mulino bianco,0.8,54,0.4,2.6,0.0,False,False,True,True,dolcificanti,5
Biscotto con gocce di cioccolato,9.3,63,0.5,2.8,0.3,False,False,True,False,carboidrati,100
"brownieCity name (optional, probably does not need a translation)",38.3,243,2.9,9.8,1.3,True,True,True,True,dolcificanti,5
Biscotti a pasta corta,5.2,40,0.5,1.9,0.1,False,False,True,True,carboidrati,100
Biscotti all'avena con uvetta,10.3,65,1.0,2.4,0.0,False,False,False,False,dolcificanti,5
biscotti panini al burro di arachidi,9.2,67,1.2,3.0,0.3,True,False,False,True,grassi,15
Biscotti allo zucchero,10.2,72,0.8,3.2,0.1,False,False,True,True,dolcificanti,5
Graham cracker ricoperti di cioccolato,9.3,68,0.8,3.2,0.4,False,False,True,True,carboidrati,100
Biscotti all'uvetta,10.2,60,0.6,2.0,0.2,False,True,True,True,dolcificanti,5
Ostie alla vaniglia,4.3,28,0.3,1.2,0.1,False,False,False,False,verdura,80
"Graham crackersCity name (optional, probably does not need a translation)",64.5,355,5.8,8.5,2.4,True,True,True,True,carboidrati,100
Biscotti al burro di arachidi,11.8,95,1.8,4.8,0.0,True,False,False,True,grassi,15
biscotto alla vaniglia,10.8,72,0.7,3.0,0.2,False,False,True,False,carboidrati,100
ostie da zucchero con ripieno di crema,7.1,51,0.4,2.3,0.2,True,False,True,True,dolcificanti,5
Sbuffi di formaggio,18.6,197,2.1,12.8,0.6,True,True,True,True,proteine,90
crackers di salina,2.2,13,0.3,0.3,0.022,True,True,True,True,carboidrati,100
trail mix,13.5,139,4.1,8.8,0.0,True,True,True,True,grassi,15
coni di mais,17.8,144,1.6,7.6,0.3,False,False,True,True,condimenti,10
Pretzel al cioccolato,7.8,50,0.8,1.8,0.0,True,True,True,True,condimenti,10
Bastoncini di toast francese,8.9,73,1.3,3.8,0.3,False,False,True,False,dolcificanti,5
crackers,9.8,82,1.1,4.2,0.4,True,True,True,True,carboidrati,100
bastoncini di sesamo,4.7,54,1.1,3.7,0.3,False,False,False,False,carboidrati,100
cracker di formaggio,4.2,34,0.8,1.6,0.2,True,True,True,True,carboidrati,100
miscela di cracker di riso orientale,14.6,143,4.9,7.2,3.7,False,True,True,True,carboidrati,100
grissini,17.1,103,3.0,2.4,0.8,True,True,True,False,dolcificanti,5
crackers di latte,7.7,50,0.8,1.7,0.2,True,True,True,True,carboidrati,100
matzo crackers grano integrale,22.1,98,3.7,0.4,3.3,True,True,True,True,carboidrati,100
matzo crackers con uovo,22.0,109,3.4,0.6,0.8,True,True,True,True,carboidrati,100
ranola bits,3.3,23,0.4,0.9,0.3,True,True,True,True,grassi,15
crackers frumento integrale,19.5,120,3.0,4.0,2.9,True,True,True,True,carboidrati,100
mix di sentieri tropicali,91.8,619,8.8,23.9,0.0,False,True,False,True,dolcificanti,5
Pretzel morbidi,79.8,389,9.4,3.6,2.0,True,True,True,True,condimenti,10
conchiglia di tostada di mais,7.9,58,0.8,2.9,0.7,False,False,False,False,dolcificanti,5
matzo crackers,23.4,111,2.8,0.4,0.8,True,True,True,True,carboidrati,100
croccante di sesamo,0.9,9,0.2,0.6,0.1,True,False,True,True,carboidrati,100
mix trail con patatine al cioccolato,65.6,707,20.7,46.6,0.0,False,True,True,True,frutta,120
farina di cracker,93.0,440,10.7,2.0,3.0,True,True,True,True,carboidrati,100
riso soffiato,34.1,153,2.4,0.2,0.6,False,False,False,False,carboidrati,100
filinchen gutena,0.5,19,0.4,0.2,0.0,True,True,True,True,frutta,120
crackers toast melba,23.0,117,3.6,1.0,1.9,True,True,True,True,carboidrati,100
matzo crackers con cipolla d'uovo,21.6,109,2.8,1.1,1.4,True,True,True,True,carboidrati,100
Mais/granturco,20.3,126,2.4,4.4,2.0,True,True,True,True,condimenti,10
fiches di bagel,116.1,789,21.6,26.5,7.2,True,True,True,True,frutta,120
pretzel,24.1,115,3.0,0.9,1.0,True,True,True,True,condimenti,10
patate crude,37.2,164,4.3,0.2,4.7,True,True,True,True,frutta,120
gatto di patate fatto in casa,4.0,202,0.0,9.4,0.0,False,False,False,True,frutta,120
patate al forno,36.6,161,4.3,0.2,3.8,False,True,True,True,frutta,120
Bastoncini di patate,19.2,188,2.4,12.4,1.2,False,False,False,True,dolcificanti,5
patate cotte,12.1,52,1.1,0.006,1.2,True,True,True,True,frutta,120
sainsbury di patate vivaldi,0.0,23,0.0,0.1,0.0,False,False,True,True,condimenti,10
Zuppa di prosciutto di patate,13.4,192,6.5,12.5,1.4,True,True,True,True,proteine,90
patate russet crude,66.7,292,7.9,0.3,4.8,True,True,True,True,frutta,120
patate russet al forno,64.1,290,7.9,0.4,6.9,False,True,True,True,frutta,120
patatine fritte,2.2,13,0.2,0.4,0.2,True,True,True,True,frutta,120
Scaloppini di patate,26.4,216,7.0,9.0,4.7,False,False,True,False,dolcificanti,5
patatine fritte,1.9,11,0.2,0.4,0.2,True,True,True,True,frutta,120
purè di patate,35.5,215,4.0,6.8,3.1,True,True,True,True,condimenti,10
purè di patate con latte e burro,35.3,237,3.9,8.9,3.2,True,True,True,True,proteine,90
patate rosse crude,33.9,149,4.0,0.3,3.6,True,True,True,True,proteine,90
frittelle di patate,6.1,59,1.3,3.2,0.7,True,True,True,True,frutta,120
Sbuffi di patate,35.5,243,2.6,11.0,3.2,True,True,True,True,proteine,90
patate rosse cotte,16.7,74,2.0,0.1,1.5,True,False,True,True,proteine,90
patate in scatola,29.7,132,3.6,0.3,4.2,True,True,True,True,frutta,120
buccia di patata cruda,4.7,22,1.0,0.099,1.0,False,False,False,False,carboidrati,100
patatine fritte,0.7,4,0.099,0.1,0.099,True,True,True,True,frutta,120
hash brown patatine,15.3,144,1.4,9.0,1.4,True,True,True,True,proteine,90
patatine fritte,0.0,130,0.0,2.0,0.0,True,True,True,True,frutta,120
Patatine fritte di mais,17.2,162,1.9,10.0,1.2,False,False,True,True,frutta,120
Nacho formaggio tortilla chips basso grasso,18.5,90,2.4,1.0,1.8,True,False,True,True,carboidrati,100
Barbecue con patatine di mais,111.3,1036,13.9,64.7,10.3,False,False,True,True,condimenti,10
Chicchi di mais non salati,50.5,490,5.8,29.4,3.9,False,False,False,True,condimenti,10
patatine fritte senza grassi,190.1,860,21.9,1.4,17.0,False,False,False,False,grassi,15
peperoncino dolce bollitore patatine al forno,2.1,99,2.0,2.2,0.0,False,False,False,True,condimenti,10
Chips di taro,1.6,11,0.049,0.6,0.2,False,False,True,False,grassi,15
patatine fritte con grassi ridotti,113.7,801,12.1,35.4,10.0,False,False,False,True,grassi,15
snack alla cipolla,19.5,150,2.3,6.8,1.2,False,False,True,False,verdura,80
formaggio a patatine fritte,98.1,843,14.5,46.2,8.8,True,True,True,True,proteine,90
fiches di yuca cassava,1.2,9,0.054,0.4,0.002,True,False,False,True,frutta,120
tortilla chips basso grasso,22.6,117,3.1,1.6,1.5,True,False,True,True,carboidrati,100
Ranch sapore tortilla chips,124.2,992,14.2,48.8,7.9,True,False,True,True,carboidrati,100
Patatine fritte,15.9,161,2.1,10.4,1.4,True,True,True,True,frutta,120
tortilla chips,20.3,142,2.1,6.2,1.6,True,True,True,True,carboidrati,100
Patatine fritte,15.9,149,0.8,9.1,2.5,True,True,True,True,frutta,120
patatine di tortilla al formaggio di nacho,18.2,156,2.2,8.2,1.5,True,False,True,True,carboidrati,100
Chicchi di ortaggi,17.1,134,1.5,6.6,1.3,False,True,True,True,condimenti,10
Taco sapore tortilla patatine,143.2,1090,17.9,54.9,12.0,False,False,True,False,carboidrati,100
Barbecue con patatine fritte,104.5,970,15.2,64.2,8.7,True,True,True,True,frutta,120
Pita chips,20.5,137,3.5,4.6,1.1,True,True,True,True,carboidrati,100
patatine fritte panna acida e cipolla,102.0,1051,16.0,67.1,10.3,True,False,True,True,verdura,80
adobo affresco,53.6,780,5.8,60.2,3.7,False,False,False,False,carboidrati,100
peperoncino salsa di peperoncino rosso,0.6,3,0.1,0.089,0.1,False,False,False,False,condimenti,10
cremosa salsa ranch mcdonalds,1.0,132,0.3,14.7,0.0,True,True,True,True,condimenti,10
fetsup,4.5,19,0.2,0.066,0.053,True,True,True,True,frutta,120
peperoncino salsa verde,0.8,3,0.1,0.032,0.3,False,False,False,True,condimenti,10
aceto di vino rosso,0.011,3,0.055,0.0,0.0,False,False,False,False,condimenti,10
Salsa di pesce,0.7,6,0.9,0.013,0.0,True,True,True,True,proteine,90
coleslaw medicazione ridotto grasso,6.8,56,0.0,3.4,0.045,False,False,True,True,grassi,15
condimenti aciduli,0.6,21,0.4,2.0,0.0,False,False,True,True,condimenti,10
salsa di guava cotta,22.6,86,0.8,0.3,8.6,False,False,False,False,condimenti,10
salsa pizza,21.8,136,5.5,2.9,5.0,True,True,True,True,carboidrati,100
salsa agrodolce mcdonalds,11.0,48,0.2,0.3,0.0,False,False,True,True,condimenti,10
sciroppo di nance,0.8,4,0.028,0.002,0.3,True,True,True,True,dolcificanti,5
condimento francese ridotto grasso,4.7,37,0.072,2.2,0.2,False,False,False,False,condimenti,10
Condimento di pepe,0.5,76,0.2,8.2,0.0,False,False,True,False,condimenti,10
sciroppo di sorgo,15.7,61,0.0,0.0,0.0,True,True,True,True,dolcificanti,5
ranch vestire grasso gratis,3.7,17,0.039,0.3,0.088,False,False,False,True,grassi,15
Cesare condimento a basso contenuto calorico,2.8,17,0.028,0.7,0.053,False,False,True,False,condimenti,10
Dolce condimento acidulo,0.6,2,0.082,0.0,0.0,False,False,True,True,condimenti,10
maionese imitazione grasso libero,2.5,13,0.043,0.4,0.3,True,False,True,True,condimenti,10
sofrito,11.2,488,26.4,37.5,3.5,True,True,True,False,frutta,120
Sugo di tacchino istantaneo,3.9,27,0.8,1.0,0.3,True,True,False,False,condimenti,10
salsa teriyaki,2.8,16,1.1,0.015,0.016,False,True,True,False,condimenti,10
salsa di pomodoro,13.0,59,2.9,0.7,3.7,False,False,True,False,verdura,80
kraft salsa barbecue,6.5,28,0.1,0.053,0.032,True,True,True,True,condimenti,10
salsa di mirtilli rossi addolcita,107.8,418,0.6,0.4,2.8,False,False,False,False,condimenti,10
Coleslaw medicazione,3.8,62,0.1,5.3,0.024,True,True,True,True,dolcificanti,5
sugo di cipolla secco,16.2,77,2.2,0.7,1.4,True,True,True,False,verdura,80
sciroppo di mais leggero,16.9,62,0.0,0.09,0.0,False,False,True,True,dolcificanti,5
Condimento di pomodoro di pancetta,0.3,49,0.3,5.3,0.04,True,True,True,False,verdura,80
sciroppo di pancake,13.9,53,0.0,0.075,0.0,True,True,True,True,dolcificanti,5
Aceto balsamico,2.7,14,0.041,0.0,0.0,False,False,False,True,condimenti,10
ranch medicazione ridotto grasso,3.2,29,0.2,1.9,0.2,False,False,False,True,grassi,15
Salsa barbecue mcdonalds,10.3,46,0.4,0.3,0.4,True,True,True,True,condimenti,10
condimento di olio di aceto,0.4,72,0.0,8.0,0.0,False,False,False,True,grassi,15
Condimento di semi di papavero,4.0,66,0.2,5.5,0.03,False,False,True,False,grassi,15
condimento di senape al miele,3.5,70,0.1,6.1,0.057,True,False,True,False,condimenti,10
francese vestire grasso gratis,5.1,21,0.01,0.024,0.4,False,False,False,True,grassi,15
aceto,0.089,3,0.0,0.0,0.0,False,True,False,True,condimenti,10
spray dressing,1.3,13,0.07,0.9,0.075,True,True,True,True,condimenti,10
Senza senape senza grassi,5.8,25,0.2,0.2,0.2,False,False,False,False,condimenti,10
Sugo di funghi,13.0,119,3.0,6.4,1.0,True,True,True,False,condimenti,10
Salsa bianca,22.9,368,9.6,26.6,0.5,True,True,True,False,condimenti,10
salsa di pasta marinara,19.9,129,3.7,3.9,4.8,False,False,True,False,carboidrati,100
salsa di pomodoro con funghi,20.7,86,3.6,0.3,3.7,False,False,False,False,verdura,80
sugo di maiale in polvere,4.3,25,0.6,0.6,0.2,True,True,True,True,condimenti,10
sugo di manzo,11.2,123,8.7,5.5,0.9,True,True,True,False,proteine,90
green goddess dressing,1.1,64,0.3,6.5,0.094,True,True,True,True,condimenti,10
salsa con questo,27.9,358,7.9,23.8,1.8,False,False,False,False,condimenti,10
salsa cocktail,4.2,19,0.2,0.2,0.3,True,True,True,True,condimenti,10
salsa worcestershire,3.3,13,0.0,0.0,0.0,True,True,True,True,condimenti,10
Salsa barbecue,6.9,29,0.1,0.1,0.2,True,True,True,True,condimenti,10
salsa di pomodoro con cipolle,24.4,103,3.8,0.5,4.4,False,False,True,False,verdura,80
sugo bruno secco,3.6,22,0.6,0.6,0.1,True,True,True,False,condimenti,10
blue cheese condimento leggero,2.1,14,0.3,0.4,0.0,False,False,True,True,condimenti,10
salsa di pomodoro spagnola,17.7,81,3.5,0.7,3.4,False,False,True,False,verdura,80
Salsa di ostriche,2.0,9,0.2,0.066,0.024,False,False,False,False,condimenti,10
Salsa di formaggio,0.8,30,1.5,2.2,0.071,True,False,True,True,proteine,90
salsa di hoisina,7.1,35,0.5,0.5,0.4,False,False,False,False,condimenti,10
Dessert di sottaceti,5.3,20,0.097,0.061,0.2,False,True,False,False,dolcificanti,5
salsa di pomodoro con formaggio alle erbe,25.0,144,5.2,4.7,5.4,True,False,True,True,verdura,80
Condimento francese,2.5,73,0.1,7.2,0.0,False,False,True,False,condimenti,10
Maionese Hellmanns,0.087,15,0.0,1.7,0.0,True,True,True,True,condimenti,10
sciroppo d'acero canadese,19.1,76,0.0,0.0,0.0,False,False,True,True,dolcificanti,5
Sciroppo d'acero,13.4,52,0.09,0.047,0.0,False,True,True,True,dolcificanti,5
Barbecue salsa tori occhio,6.4,27,0.1,0.1,0.2,False,False,True,True,condimenti,10
Ranch dressing,0.9,65,0.2,6.7,0.0,True,True,True,True,condimenti,10
ketchup mp di pomodoro,0.2,15,0.0,0.0,0.0,False,False,True,True,verdura,80
luce maionese,1.4,36,0.032,3.3,0.0,True,False,False,False,condimenti,10
condimento di maionese,0.066,103,0.0,11.7,0.0,True,False,True,False,condimenti,10
sciroppo di malto,15.0,67,1.3,0.0,0.0,False,False,True,False,dolcificanti,5
sugo secco,14.5,86,3.3,2.0,0.0,True,True,True,False,condimenti,10
arancia di mirtillo rosso,127.1,490,0.8,0.3,0.0,False,False,False,True,frutta,120
condimento cesareo,0.5,80,0.3,8.5,0.036,False,False,False,True,condimenti,10
condimento italiano,1.8,35,0.032,3.1,0.0,False,True,False,False,condimenti,10
salsa marrone istantanea,4.0,25,0.6,0.8,0.2,False,False,False,False,condimenti,10
condimento di formaggio roquefort,0.4,15,0.8,1.1,0.0,True,False,True,True,proteine,90
condimento di formaggio azzurro,0.7,71,0.2,7.7,0.045,True,False,True,True,proteine,90
Salsa d'anatra,19.7,80,0.1,0.063,0.2,True,True,False,False,condimenti,10
au jus,5.9,38,2.8,0.5,0.0,True,True,True,True,grassi,15
sciroppo di mais scuro,15.5,57,0.0,0.0,0.0,True,False,True,True,dolcificanti,5
latticello luce di condimento,3.2,30,0.2,1.9,0.2,True,True,True,True,condimenti,10
Aceto di sidro,0.1,3,0.0,0.0,0.0,False,False,False,True,condimenti,10
salsa tartara,2.0,32,0.2,2.5,0.078,True,True,True,True,condimenti,10
salsa piccante al pepe,0.031,1,0.024,0.018,0.071,False,True,True,False,condimenti,10
salsa di peperoncino di pomodoro,1.2,6,0.2,0.095,0.4,False,False,False,False,verdura,80
Sugo di tacchino secco,4.6,26,0.7,0.5,0.0,True,True,True,False,condimenti,10
Salsa di salsa,1.2,5,0.3,0.039,0.3,True,False,True,True,condimenti,10
salsa di bistecca,3.7,16,0.2,0.004,0.3,False,False,False,False,condimenti,10
melassa,14.9,58,0.0,0.068,0.0,True,True,True,True,frutta,120
Italian medicazione grasso gratis,1.2,7,0.1,0.1,0.077,False,True,False,True,grassi,15
salsa di prugne,8.1,35,0.2,0.2,0.1,False,False,True,False,condimenti,10
chow mein mescolare cibi maestri,0.0,26,0.0,0.2,0.0,True,True,False,True,carboidrati,100
sugo di manzo istantaneo,4.1,25,0.7,0.6,0.3,True,True,True,False,proteine,90
rafano,0.6,2,0.003,0.085,0.2,False,True,True,True,grassi,15
granadina,13.4,54,0.0,0.0,0.0,True,True,True,True,verdura,80
salsa tabasco,0.006,1,0.045,0.002,0.013,True,True,True,True,condimenti,10
Salsa acida dolce,6.7,26,0.02,0.084,0.065,False,False,False,False,condimenti,10
salsa verde,1.0,6,0.2,0.1,0.3,False,False,True,True,condimenti,10
miso,5.1,40,2.6,1.2,1.1,False,False,True,False,dolcificanti,5
Soia germogliata cotta,6.1,76,8.0,4.2,0.8,True,True,False,True,condimenti,10
farina di soia torrefatta,28.6,375,29.6,18.6,8.2,False,True,True,False,carboidrati,100
farina di soia a basso contenuto di grassi,30.7,330,40.0,7.8,14.1,True,True,True,True,carboidrati,100
soia verde cotta,9.9,127,11.1,5.8,3.8,False,False,False,False,condimenti,10
azumaya tofu vitasoy,9.1,316,32.8,16.6,2.4,False,False,True,True,proteine,90
Proteine della soia isolate,2.1,96,22.8,1.0,1.6,True,True,True,True,condimenti,10
tofu yogurt,41.8,246,9.2,4.7,0.5,True,True,True,True,proteine,90
bacon senza carne,9.1,446,15.4,42.5,3.7,True,True,False,False,proteine,90
pollo fritto senza carne,11.1,304,27.7,16.6,5.6,True,True,True,False,proteine,90
latte di soia,8.4,109,7.1,4.8,1.0,True,True,True,True,proteine,90
soy vermicelli,115.2,463,0.1,0.1,5.5,False,False,True,True,verdura,80
tofu fritto,1.2,35,2.4,2.6,0.5,True,True,True,True,proteine,90
"tempehCity name (optional, probably does not need a translation)",15.6,320,30.8,17.9,0.0,True,True,True,True,proteine,90
"koyadofuCity name (optional, probably does not need a translation)",1.7,81,8.9,5.2,1.2,True,True,True,True,frutta,120
polpettone senza carne,4.5,110,11.8,5.0,2.6,True,True,False,False,proteine,90
Soia vanille joghurt alpro,1.0,21,0.3,0.6,0.0,True,True,True,True,condimenti,10
Formaggio di soia cagliata,15.5,340,28.1,18.2,0.0,True,False,False,True,proteine,90
Salsa di soia,0.8,8,1.3,0.054,0.1,False,False,False,False,condimenti,10
Tostatura a secco di soia,30.4,419,36.8,20.1,7.5,False,False,False,False,condimenti,10
Olio di soia,0.0,120,0.0,13.6,0.0,False,False,False,False,grassi,15
pollo senza carne,6.1,376,39.7,21.4,6.0,True,True,False,False,proteine,90
Soia cotta,17.1,296,28.6,15.4,10.3,False,True,False,False,condimenti,10
Latte di soia non grasso,10.1,68,6.0,0.046,0.5,True,False,True,True,proteine,90
farina di soia,1.8,23,1.8,1.1,0.5,False,True,True,False,carboidrati,100
Olio di lecitina di soia,0.0,104,0.0,13.6,0.0,False,False,False,False,grassi,15
tofu crudo,4.7,188,20.0,11.9,0.7,False,False,True,True,proteine,90
Patatine fritte di soia,15.0,109,7.5,2.1,1.0,False,False,False,False,condimenti,10
soia verde cruda,28.3,376,33.2,17.4,10.8,False,False,False,True,condimenti,10
concentrato di proteine della soia,7.2,93,18.0,0.1,1.6,True,False,True,True,condimenti,10
margarina di soia,0.043,34,0.052,3.8,0.0,False,False,False,True,grassi,15
cioccolato latte di soia non grasso,20.7,107,6.0,0.046,0.5,True,False,True,True,proteine,90
okara,15.3,93,3.9,2.1,0.0,True,True,True,True,frutta,120
polpette senza carne,11.5,284,30.2,13.0,6.6,True,True,False,False,proteine,90
latticello di soia vanigliato,15.3,131,7.9,4.3,1.5,True,True,True,True,condimenti,10
farina di soia cruda,49.0,414,54.8,2.9,0.0,False,False,True,False,carboidrati,100
latte di soia a basso contenuto di grassi,17.5,104,4.0,1.5,1.9,True,False,False,True,proteine,90
soia germogliata cruda,6.7,85,9.2,4.7,0.8,True,True,False,True,condimenti,10
soia cruda,56.1,830,67.9,37.1,17.3,False,False,False,False,condimenti,10
tempeh cotto,2.6,55,5.1,3.2,0.0,True,True,True,True,proteine,90
vaniglia latte di soia leggero,9.4,83,6.4,2.1,1.5,True,False,True,True,proteine,90
latte di soia al cioccolato,24.2,153,5.5,3.7,1.0,True,False,True,True,proteine,90
olio di soia,0.0,120,0.0,13.6,0.0,False,False,False,False,grassi,15
natto,11.5,169,14.2,8.8,4.3,True,True,True,False,frutta,120
crisantemo grezzo,1.5,12,1.7,0.3,1.5,False,False,True,False,carboidrati,100
zucca cotta,25.5,100,1.2,0.6,5.2,True,True,True,True,frutta,120
cavolfiore crudo,0.6,3,0.2,0.081,0.3,False,False,True,True,verdura,80
cavolo rosso crudo,12.5,53,2.4,0.3,3.6,False,False,True,False,verdura,80
broccoli raab crudi,1.1,9,1.3,0.2,1.1,True,True,False,True,verdura,80
Napa cavolo cotto,2.4,13,1.2,0.2,0.0,False,False,False,False,verdura,80
kelp,0.5,2,0.07,0.067,0.018,True,True,True,True,grassi,15
scalogni crudi,4.2,18,0.6,0.061,0.8,True,True,True,True,verdura,80
germogli di bambù crudi,9.4,49,4.7,0.5,4.0,True,True,True,True,dolcificanti,5
juta cotta,6.3,32,3.2,0.2,1.7,False,False,True,False,frutta,120
lattuga rossa,0.6,4,0.4,0.08,0.3,True,False,True,False,verdura,80
Broccoli cotti,20.1,98,6.7,1.1,9.2,False,False,False,True,verdura,80
romanesco crudo,3.9,20,1.9,0.2,2.0,False,False,False,False,dolcificanti,5
melanzane crude,26.9,115,4.5,0.8,13.7,True,True,True,True,frutta,120
porri crudi,12.6,54,1.3,0.3,1.6,False,False,True,False,condimenti,10
limonegrass citronella,1.2,5,0.038,0.076,0.0,True,True,True,True,frutta,120
zucca cotta,12.0,49,1.8,0.2,2.7,True,True,True,True,frutta,120
sedano cotto,1.5,7,0.3,0.098,0.6,False,False,False,False,verdura,80
Serrano pepe,0.4,2,0.1,0.075,0.2,False,False,False,True,condimenti,10
nopale crude,2.9,14,1.1,0.063,1.9,True,True,True,True,condimenti,10
Foglie di patate dolci cotte,4.7,22,1.4,0.2,1.2,False,False,False,True,dolcificanti,5
melanzane cotte,8.1,33,0.8,0.2,2.5,True,True,True,True,frutta,120
asparagi cotti,0.6,3,0.4,0.074,0.3,False,True,False,False,carboidrati,100
rutabaga cotto,16.4,72,2.2,0.4,4.3,False,False,False,False,carboidrati,100
parsnips crudi,30.6,128,2.0,0.5,8.3,True,True,True,True,verdura,80
sottaceti aciduli,3.5,17,0.5,0.3,1.9,True,False,False,True,carboidrati,100
rape cotte,6.3,29,1.6,0.3,5.0,True,True,True,True,frutta,120
jerusalem carciofi,26.2,110,3.0,0.047,2.4,True,True,False,True,condimenti,10
colled grezza,2.0,12,1.1,0.2,1.4,True,True,True,True,frutta,120
crisantemo cotto,4.3,20,1.6,0.036,2.3,False,False,False,False,frutta,120
ravanello orientale essiccato,73.5,314,9.2,0.8,27.7,False,False,False,True,dolcificanti,5
Tomatillos,7.7,42,1.3,1.3,2.5,True,True,True,True,carboidrati,100
taro germogli crudi,2.0,9,0.8,0.069,0.0,True,True,True,True,dolcificanti,5
zucca di acorna cruda,44.9,172,3.4,0.4,6.5,False,False,True,True,frutta,120
porri essiccati,2.4,10,0.5,0.026,0.3,True,True,True,True,dolcificanti,5
cavolo crudo,16.2,70,3.6,0.3,7.0,False,False,True,False,verdura,80
peperoni rossi dolci cotti,4.5,19,0.7,0.1,0.9,False,False,True,True,condimenti,10
peperoni rossi dolci crudi,9.0,46,1.5,0.4,3.1,False,False,True,False,condimenti,10
